objectid,filename,image_thumb,title,date,field-date,theatre-name,playwright,subject,source,location,url,rights,rightsstatement
BP_TRH_0048,https://archive.org/details/BP_TRH_0048/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0048,He wou'd be a Soldier; Netley Abbey; Turnpike Gate,1805-01-03,1805-01-03,Theatre Royal; Hull,R. Pilon; T. Knight; C. Coffey and J. Mottley,comedy; musical farce; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0048,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0049,https://archive.org/details/BP_TRH_0049/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0049,"John Bull; Or, An Englishman's Fire Side; The Deuce is in Him",1805-01-10,1805-01-10,Theatre Royal; Hull,"G. Colman, the younger; [unknown]",comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0049,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0050,https://archive.org/details/BP_TRH_0050/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0050,"The Miser; The Sailor & Soldier; or, Fashionable Amusement; The Merry Mourners",1805-01-15,1805-01-15,Theatre Royal; Hull,H. Fielding; T. Knight; J. O'Keeffe,comedy; musical farce; favourite entertainment,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0050,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0051,https://archive.org/details/BP_TRH_0051/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0051,The Will for the Deed; The Citizen; A Tale of Mystery,1805-01-17,1805-01-17,Theatre Royal; Hull,T. J. Dibdin; A. Murphy; T. Holcroft,comedy; farce; melodrame,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0051,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0052,https://archive.org/details/BP_TRH_0052/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0052,Mountaineers; The Oracle; Half an Hour after Supper,1805-01-18,1805-01-18,Theatre Royal; Hull,"G. Colman, the younger; Mrs. S. -M. Cribber(?); [unknown]",musical drama; piece in one act; piece in one act,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0052,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0053,https://archive.org/details/BP_TRH_0053/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0053,"Ways & Means; Or, A Trip to Dover; Wags of Windsor; Turnpike Gate",1805-01-25,1805-01-25,Theatre Royal; Hull,G. Colman; [unknown]; T. Knight,comedy; musical farce; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0053,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0054,https://archive.org/details/BP_TRH_0054/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0054,"The Will; Or, All's Well that Ends Well; Matrimony",1805-01-29,1805-01-29,Theatre Royal; Hull,F. Reynolds(?); J. Kenney,comedy; musical entertainment,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0054,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0055,https://archive.org/details/BP_TRH_0055/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0055,"Jane Shore; Raymond & Agnes; Or, The Bleeding Nun",1805-01-31,1805-01-31,Theatre Royal; Hull,N. Rowe; [unknown],tragedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0055,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0056,https://archive.org/details/BP_TRH_0056/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0056,"Which is the Man?; La Perouse; Or, The Desolate Island",1805-02-08,1805-02-08,Theatre Royal; Hull,Mrs. H. Cowley; J. Fawcett,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0056,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0057,https://archive.org/details/BP_TRH_0057/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0057,"Laugh While You Can; La Perouse; Or, The Desolate Island",1805-02-12,1805-02-12,Theatre Royal; Hull,F. Reynolds; J. Fawcett,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0057,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0058,https://archive.org/details/BP_TRH_0058/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0058,Every One has his Fault; Love Laughs at Locksmiths,1805-02-14,1805-02-14,Theatre Royal; Hull,Mrs. E. Inchbald; J. Fawcett,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0058,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0059,https://archive.org/details/BP_TRH_0059/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0059,"Wives as they Were, and Maids as they Are; La Perouse; Or, The Desolate Island",1805-02-19,1805-02-19,Theatre Royal; Hull,Mrs. E. Inchbald; J. Fawcett,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0059,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0060,https://archive.org/details/BP_TRH_0060/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0060,Voice of Nature; Matrimony; Raising the Wind,1805-02-21,1805-02-21,Theatre Royal; Hull,J. Boaden; J. Kenney; J. Kenney,play in three acts; musical entertainment; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0060,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0061,https://archive.org/details/BP_TRH_0061/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0061,"The Blind Bargain; Or, Hear Him Out; The Shawl; Or, Appearance is against them",1805-02-22,1805-02-22,Theatre Royal; Hull,F. Reynolds; Mrs. E. Inchbald,comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0061,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0027,https://archive.org/details/BP_TRDL_0027/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0027,Hamlet; The Liar,1805-04-04,1805-04-04,Theatre Royal in Drury Lane,Wm. Shakespeare; [unknown],tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_05",https://archive.org/details/BP_TRDL_0027,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0009,https://archive.org/details/BP_TRCG_0009/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0009,"Macbeth; Rugantino; Or, The Bravo of Venice; A Grand Masque",1805-10-29,1805-10-29,Theatre Royal; Covent Garden,Wm. Shakespeare; Dr. Busby; [unknown],tragedy; romantic melodrama; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0009,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0010,https://archive.org/details/BP_TRCG_0010/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0010,"Barbarossa; ""We Fly By Night""; Or, Long Stories",1806-03-03,1806-03-03,Theatre Royal; Covent Garden,"[unknown]; G. Colman, the younger",tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0010,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0011,https://archive.org/details/BP_TRCG_0011/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0011,King Henry IV; The Citizen,1806-10-01,1806-10-01,Theatre Royal; Covent Garden,Wm. Shakespeare; A. Murphy,historical play; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_07",https://archive.org/details/BP_TRCG_0011,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0062,https://archive.org/details/BP_TRH_0062/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0062,Douglas; Lock and Key,1806-11-11,1806-11-11,Theatre Royal; Hull,J. Home; P. Hoare,tragedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0062,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0063,https://archive.org/details/BP_TRH_0063/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0063,School for Friends; The Adopted Child,1806-11-27,1806-11-27,Theatre Royal; Hull,Miss M. Chambers; S. Birch,comedy; favourite entertainment,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0063,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0064,https://archive.org/details/BP_TRH_0064/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0064,"The Merchant of Venice; Magic Oak; Or, Harlequin Triumphant",1806-12-01,1806-12-01,Theatre Royal; Hull,Wm. Shakespeare; [unknown],[unknown]; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0064,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0065,https://archive.org/details/BP_TRH_0065/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0065,Romeo and Juliet; A Tale of Mystery,1806-12-04,1806-12-04,Theatre Royal; Hull,Wm. Shakespeare; T. Holcroft,tragedy; melodrame,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0065,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0066,https://archive.org/details/BP_TRH_0066/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0066,"The Gamester; Man of Enterprise; Or, Had At Last",1806-12-12,1806-12-12,Theatre Royal; Hull,E. Moore; C. Shillito,tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0066,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0067,https://archive.org/details/BP_TRH_0067/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0067,"Travellers; Or, Music's Fascination; Youth, Love, and Folly",1806-12-16,1806-12-16,Theatre Royal; Hull,A. Cherry; J. Dimond,operatic drama; comic opera,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0067,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0068,https://archive.org/details/BP_TRH_0068/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0068,"The Birth-day; Wags of Windsor; Spanish Dollars; Or, The Priest of the Parish",1806-12-19,1806-12-19,Theatre Royal; Hull,T. J. Dibdin; [unknown]; A. Cherry,comedy; musical farce; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0068,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0069,https://archive.org/details/BP_TRH_0069/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0069,"Laugh when you can; Youth, Love, and Folly",1806-12-21,1806-12-21,Theatre Royal; Hull,F. Reynolds; W. Dimond,comedy; comic opera,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0069,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0070,https://archive.org/details/BP_TRH_0070/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0070,"The Beaux Stratagem; Magic Oak; Or, Harlequin Triumphant",1806-12-29,1806-12-29,Theatre Royal; Hull,G. Farquhar; J. Bennett,comedy; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0070,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0071,https://archive.org/details/BP_TRH_0071/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0071,The Jealous Wife; Poor Soldier,1807-01-02,1807-01-02,Theatre Royal; Hull,G. Colman; J. O'Keeffe,comedy; operatic farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0071,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0072,https://archive.org/details/BP_TRH_0072/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0072,"The Stranger; Soldier' Return; Or, What Can Beauty Do?",1807-01-05,1807-01-05,Theatre Royal; Hull,[unknown]; T. E. Hook,[unknown]; comic opera,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0072,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0073,https://archive.org/details/BP_TRH_0073/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0073,"The Venetian Outlaw; Or, The Bravo of Venice; Ways and Means; Or, A Trip to Dover; Hunter of the Alps",1807-01-08,1807-01-08,Theatre Royal; Hull,[unknown]; G. Colman; W. Dimond,play in three acts; comedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0073,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0073,https://archive.org/details/BP_TRDL_0073/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0073,"The Travellers; or, Music's Fascination; The Children in the Wood",1807-01-31,1807-01-31,Theatre Royal in Drury Lane,[unknown]; [unknown],operatic drama; musical entertainment,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_06",https://archive.org/details/BP_TRDL_0073,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0074,https://archive.org/details/BP_TRH_0074/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0074,Hero of the North; Wags of Windsor,1807-02-02,1807-02-02,Theatre Royal; Hull,W. Dimond; [unknown],historical drama; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0074,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRH_0075,https://archive.org/details/BP_TRH_0075/mode/2up?view=theater,https://archive.org/services/img/BP_TRH_0075,"Soldier's Daughter; The Prize, Or, 2, 5, 3, 8",1807-02-06,1807-02-06,Theatre Royal; Hull,A. Cherry; P. Hoare,comedy; musical farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box01, Folder_02",https://archive.org/details/BP_TRH_0075,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
